,Unnamed: 0,number,author,life,title,position,width,height,image_url
1127,1276,2906 ,"['troyon', 'constant']", (1810-1865). ,l'abreuvotr,T. T.,,,
1128,1277,2907 ,"['troyon', 'constant']", (1810-1865). ,la provende des poules,T. T.,70.5±0.1 centimetre,51±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002649/11-531236.jpg
1129,1278,2908 ,"['troyon', 'constant']", (1810-1865). ,troupeau de moutons,T. T.,27.5±0.1 Q174728,38.3±0.1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002650/09-583438.jpg
1130,1279,2909 ,"['troyon', 'constant']", (1810-1865). ,le matin,T. T.,32±1 Q174728,41±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002652/95-014157.jpg
1131,1280,2910 ,"['troyon', 'constant']", (1810-1865). ,vaches à l'abreuvoir,T. T.,31.7±0.1 centimetre,40.5±0.1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002645/95-014156.jpg
1132,1281,2911 ,"['troyon', 'constant']", (1810-1865). ,le petit troupeau,T. T.,92±1 centimetre,73±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/5/5c/Constant_Troyon_-_Return_of_the_Herd_-_WGA23097.jpg
1133,1282,2912 ,"['troyon', 'constant']", (1810-1865). ,le passage du gué,T. T.,165±1 centimetre,115±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002658/10-517423.jpg
1134,1283,2913 ,"['troyon', 'constant']", (1810-1865). ,la gardeuse de dindons,T. T,25.5±0.1 Q174728,33±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002646/18-537422.jpg
1135,1284,2914 ,"['troyon', 'constant']", (1810-1865). ,la barrière,T. T.,117±1 Q174728,90.5±0.1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002651/14-531282.jpg
1136,1285,2915 ,"['troyon', 'constant']", (1810-1865). ,la rencontre des troupeaux,T. T.,,,
1137,1286,2916 ,"['troyon', 'constant']", (1810-1865). ,les hauteurs de suresnes,T. T.,,,
1138,1287,(116) ,"['troyon', 'constant']", (1810-1865). ,berger ramenant son troupeau,Coll. Chauchard 1,35.5 centimetre,46.5 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002638/15-655872.jpg
1139,1289,119) ,"['troyon', 'constant']", (1810-1865). ,en route pour le marché,Coll. Chauchard galerie i 120) — Le pâturage à la gardeuse d'oies — 1,32.5 centimetre,40.5 centimetre,
1140,1290,(121) ,"['troyon', 'constant']", (1810-1865). ,le retour à la ferme,Coll. Chauchard galerie i 120) — Le pâturage à la gardeuse d'oies — IV,261 centimetre,391 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002660/15-511717.jpg
1141,1291,(122) ,"['troyon', 'constant']", (1810-1865). ,le garde chasse arrêté près de ses chiens,Coll. Chauchard galerie i 120) — Le pâturage à la gardeuse d'oies — 1,,,
1142,1292,(123) ,"['troyon', 'constant']", (1810-1865). ,le garde chasse conduisant un relais,Coll. Chauchard galerie i 120) — Le pâturage à la gardeuse d'oies — galerie,,,
1143,1293,(124) ,"['troyon', 'constant']", (1810-1865). ,le retour du marché,Coll. Chauchard galerie i 120) — Le pâturage à la gardeuse d'oies — galerie,,,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/07200000919/0000963.jpg
1144,1294,(125) ,"['troyon', 'constant']", (1810-1865). ,les bœufs allant au labour,Coll. Chauchard galerie i 120) — Le pâturage à la gardeuse d'oies — 1,90 centimetre,60 centimetre,
1145,1295,(126) ,"['troyon', 'constant']", (1810-1865). ,la vache rousse broutant,Coll. Chauchard galerie i 120) — Le pâturage à la gardeuse d'oies — IV,,,
1146,1296,(127) ,"['troyon', 'constant']", (1810-1865). ,la vache blanche au pâturage,Coll. Chauchard galerie i 120) — Le pâturage à la gardeuse d'oies — IV,,,
1147,1297,(128) ,"['troyon', 'constant']", (1810-1865). ,la mare aux canards,Coll. Chauchard galerie i 120) — Le pâturage à la gardeuse d'oies — 1,82 centimetre,57 centimetre,
1148,1299,1130) ,"['troyon', 'constant']", (1810-1865). ,pâturage vallée de la toucques galerie  131  — vaches au repos — ii il32,— La vache blanche qui se gratte galerie,,,
1149,1300,(133 ,"['troyon', 'constant']", (1810-1865). ,le passage du gué,— La vache blanche qui se gratte galerie,165±1 centimetre,115±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002658/10-517423.jpg
1150,1302,890 a ,"['trutat', 'félix']", (1824-1848). ,femme nue,E. F. XIXe S. 2e étage II,,,
1151,1303,892 ,"['valenciennes', 'pierre', 'henri']", (1750-1819). ,cicéron étant questeur en sicile découvre le tombeau d'archimède,"E. F. XIXe S. 1er étage 1 Valentin, Le. Voir Boulongne, Jean de.",,,
1152,1304,893 ,"['vallayer', 'coster', 'mille', 'anne']", (1744-1818). ,les attributs de la peinture et de la sculpture,IVe S. Meubles XVIIIe,121±1 centimetre,90±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Attributs_de_la_peinture%2C_de_la_sculpture_et_de_l%27architecture_-_Anne_Vallayer-Coster.jpg/1200px-Attributs_de_la_peinture%2C_de_la_sculpture_et_de_l%27architecture_-_Anne_Vallayer-Coster.jpg
1153,1305,894 ,"['vallayer', 'coster', 'mille', 'anne']", (1744-1818). ,les attributs de la musique,IVe S. Meubles XVIIIe,,,
1154,1306,895 ,"['van', 'loo', 'jean', 'baptiste']", ( 1684-1745). ,institution de l'ordre du saint esprit par henri iii dans l'église du couvent des grands augustins à paris le 31 décembre i 78,XVI-S,,,
1155,1307,899 ,"['van', 'loo', 'charles', 'andré']", (1705-1765). ,un déjeuner de chasse,XV-S,,,
1156,1308,900 ,"['van', 'loo', 'charles', 'andré']", (1705-1765). ,portrait de marie leczinska reine de france lre,S. Meubles XVIIIe,,,
1157,1309,S. N° ,"['van', 'loo', 'charles', 'andré']", (1705-1765). ,portrait de marie leczinska reine de france,Coll. Schlichting,,,
1158,1310,902 ,"['van', 'loo', 'louis', 'michel']", (1707-1 ï7 1). ,portrait de l'architecte jacques germain soufflot,XVI-N,,,
1159,1311,S. N° ,"['van', 'loo', 'louis', 'michel']", (1707-1 ï7 1). ,portrait de benoit loys,Vest. S. anglaises,,,
1160,1312,S. N° ,"['van', 'loo', 'louis', 'michel']", (1707-1 ï7 1). ,portrait de diderot,XVI-S,,,
1161,1313,905 ,"['van', 'loo', 'charles', 'amédée', 'philippe']", (1719-1795). ,toilette d'une sultane,XVI-N,380±1 centimetre,320±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002821/12-548347.jpg
1162,1314,910 ,"['verdier', 'françois']", (1651-1730). ,mercure endormant argus,XVI-S,,,
1163,1315,912 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,marine le naufrage,Esc. Henri IV,,,
1164,1316,918 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,paysage le matin   lre,S. Meubles XVIIIe,,,
1165,1317,918 a ,"['vernet', 'claude', 'joseph']", (1714-1789). ,paysage le midi effet d'orage,— Q2 1 C. J. VERNET 961 VESTIER,,,
1166,1318,919 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,paysage le soir 1er,S. Meubles XVIIIe,,,
1167,1319,920 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,marine la nuit,S. Meubles XVIIIe,,,
1168,1320,921 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,paysage les baigneuses,XVI-E,,,
1169,1321,923 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,paysage construction d'un grand chemin,XVI-E,,,
1170,1322,924 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,vue des cascatelles de tivoli,Marine,,,
1171,1323,927 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,marine le midi ou le calme,Marine,,,
1172,1324,928 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,marine le soir ou la tempête,Marine,,,
1173,1325,930 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,marine effet de clair de lune,XVI-S,,,
1174,1326,931 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,marine le midi,XVI-N,65±1 Q174728,44±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/00000106435/16-578568.jpg
1175,1327,932 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,marine effet de soleil couchant,XVI-S,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Lille_PdBA_vernet_marine_temps_calme.JPG/1200px-Lille_PdBA_vernet_marine_temps_calme.JPG
1176,1328,935 ,"['vernet', 'claude', 'joseph']", (1714-1789). ,vue du pont et du château saint ange à rome,XVI-N,,,
1177,1344,956 ,"['vernet', 'emile', 'jean', 'horace']", ^1789-18631. ,la barrière de clichy défense de paris en 1814,E. F. XIXe S. 2e étage II,,,
1178,1345,958 a ,"['vernet', 'emile', 'jean', 'horace']", ^1789-18631. ,portrait de jean baptiste isabey peintre en miniature,E. F. XIXe S. 1er étage III,,,
1179,1346,959 ,"['vestier', 'antoine']", (1740-1824). ,portrait de la femme du peintre,XVI-S,,,
1180,1347,961 ,"['vestier', 'antoine']", (1740-1824). ,portrait de jeune femme,I-E,,,
1181,1348,963 ,"['vestier', 'antoine']", (1740-1824). ,portrait du peintre gabriel françois doyen,XVI-E,,,
1182,1349,964 ,"['vien', 'joseph', 'marie']", (1716-1809). ,saint germain évêque d'auxerre et saint vincent diacre de l'église de saragosse,XV-N,,,
1183,1351,968 ,"['vincent', 'françois', 'andré']", (1746-1816). ,zeuxis choisissant pour modèles les plus belles filles de la ville de crotone,XVI-S,,,
1184,1352,* ,"['vinchon', 'auguste', '', '', 'jean', 'baptiste']", (1789-1855) ,et gosse nicolas louis françois 1787 1877   huit bas reliefs grisailles  sculpteur grec apelle phidias orphée poète dramatique et acteur origine du chapiteau corinthien origine du dessin décadence des arts en grèce dessous de corniche,"Musée Charles X, salle IV",,,
1185,1353,* ,"['vinchon', 'auguste', '', '', 'jean', 'baptiste']", (1789-1855) ,huit bas reliefs grisailles pline observant le vésuve prêtres de pompei habitants fuyant de pompei le vésuve renversant les villes de la campanie philosophe cynique anacréon jeune fille et sorcière toilette dessous de corniche,"Musée Charles X, salle VII",,,
1186,1354,* ,"['vinchon', 'auguste', '', '', 'jean', 'baptiste']", (1789-1855) ,onze bas reliefs grisailles représentant différentes scènes de a vie civile des anciens dessous de la corniche — angles des voussures  débris de meubles trouvés à pompei et herculanum — salle viii — huit bas reliefs grisailles  homère chantant honneurs rendus à homère départ d'ulysse ulysse chez circé ulysse reconnu par pénélope thétis consolant achille thétis donnant des armes à achille diomède blesse vénus dessous de corniche,"Musée Charles X, salle IX",,,
1187,1355,S. N° ,"['vivien', 'joseph']", (1657-1735). ,portrait du duc de bourgogne pastel,S. des Pastels,,,
1188,1356,S. N° ,"['vivien', 'joseph']", (1657-1735). ,portrait du duc de bourgogne en cuirasse décoré de l'ordre du saint esprit pastel,S. des Pastels,,,
1189,1357,969 ,"['voiriot', 'guillaume']", (1713- 1799). ,portrait du peintre jean marc nattier,XVI-S,,,
1190,1358,971 ,"['vouet', 'simon']", (1590-1649). ,la présentation de jésus au temple xiv 0,XVI-S,,,
1191,1359,972 ,"['vouet', 'simon']", (1590-1649). ,la vierge l'enfant jésus et saint jean,XII,130 centimetre,182 centimetre,https://upload.wikimedia.org/wikipedia/commons/c/c2/Simon_Vouet_-_The_Holy_Family_with_Sts_Elizabeth%2C_John_the_Baptist_and_Catherine_-_WGA25346.jpg
1192,1360,973 ,"['vouet', 'simon']", (1590-1649). ,le christ en croix,XIV-N,122±1 Q174728,195±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002914/05-529028.jpg
1193,1363,977 ,"['vouet', 'simon']", (1590-16191. ,la richesse,XIV-S,124±1 centimetre,170±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Simon_Vouet_001.jpg/1200px-Simon_Vouet_001.jpg
1194,1364,978 ,"['vouet', 'simon']", (1590-16191. ,la foi,XIV-S,,,
1195,1365,979 ,"['vouet', 'simon']", (1590-16191. ,la victoire debout tenant une couronne de laurier ,XIV-S,,,
1196,1366,980 ,"['vouet', 'simon']", (1590-16191. ,l'eloquence ,I-E,100±1 centimetre,81±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/4/44/Polyhymnia%2C_Muse_of_Eloquence_by_Simon_Vouet.jpg
1197,1367,982 ,"['watteau', 'jean', 'antoine']", (1684-1721). ,l'embarquement pour l'île de cythère,XVI-N,1.94 metre,1.29 metre,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/L%27Embarquement_pour_Cythere%2C_by_Antoine_Watteau%2C_from_C2RMF_retouched.jpg/1200px-L%27Embarquement_pour_Cythere%2C_by_Antoine_Watteau%2C_from_C2RMF_retouched.jpg
1198,1368,983 ,"['watteau', 'jean', 'antoine']", (1684-1721). ,gilles,1-0,149.5±0.1 centimetre,184.5±0.1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Jean-Antoine_Watteau_-_Pierrot%2C_dit_autrefois_Gilles.jpg/1200px-Jean-Antoine_Watteau_-_Pierrot%2C_dit_autrefois_Gilles.jpg
1199,1369,985 ,"['watteau', 'jean', 'antoine']", (1684-172 r). ,la finette,1-0,19±1 centimetre,25.5±0.1 centimetre,https://upload.wikimedia.org/wikipedia/commons/9/9b/Antoine_Watteau_-_La_Finette_-_WGA25469.jpg
1200,1370,986 ,"['watteau', 'jean', 'antoine']", (1684-172 r). ,assemblée dans un parc,1-0,46.5±0.1 centimetre,32.5±0.1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Antoine_Watteau_033.jpg/1200px-Antoine_Watteau_033.jpg
1201,1371,988 ,"['watteau', 'jean', 'antoine']", (1684-172 r). ,le jugement de paris esquisse,1-0,,,
1202,1372,989 ,"['watteau', 'jean', 'antoine']", (1684-172 r). ,le faux pas esquisse,1-0,,,
1203,1373,990 ,"['watteau', 'jean', 'antoine']", (1684-172 r). ,l'automne esquisse,1-0,,,
1204,1374,991 ,"['watteau', 'jean', 'antoine']", (1684-172 r). ,jupiter et antiope,1-0,107.5±0.1 centimetre,73.5±0.1 centimetre,https://upload.wikimedia.org/wikipedia/commons/e/e1/Watteau_Jupiter_und_Antiope.jpg
1205,1375,992 ,"['watteau', 'jean', 'antoine']", (1684-172 r). ,pastorale esquisse attribué,1-0,,,
1206,1377,S. N° ,"['watteau', 'jean', 'antoine']", (1684-172 r). ,portrait d'homme âgé,XVI-N,,,
1207,1378,993 a ,"['winterhalter', 'f', 'xavier']", (1806-1873). ,portrait de mme rimsky korsakow,E. F. XIXe S. 1er étage II,,,
1208,1379,S. N° ,"['winterhalter', 'f', 'xavier']", (1806-1873). ,portrait de l'impératrice eugénie,E. F. XIXe S. 1er étage III,,,
1209,1381,(134) ,"['ziem', 'félix']", ( 1821-1911 ). ,grand voilier en vue de venise,"Coll. Chauchard, galerie 1^135' — Le Palais ducal, à Venise — 1",110 centimetre,69 centimetre,
1210,1382,(136) ,"['ziem', 'félix']", ( 1821-1911 ). ,venise la giudecca,"Coll. Chauchard, galerie 1^135' — Le Palais ducal, à Venise — 1",,,
1211,1383,(137) ,"['ziem', 'félix']", ( 1821-1911 ). ,l'embarcadère au palais ducal,"Coll. Chauchard, galerie 1^135' — Le Palais ducal, à Venise — galerie",,,
1212,1384,(1381 ,"['ziem', 'félix']", ( 1821-1911 ). ,venise le grand canal près de,"Coll. Chauchard, galerie 1^135' — Le S. M. della Salute. — galerie",80 centimetre,54 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE002944/08-544563a.jpg
1213,1385,(139) ,"['ziem', 'félix']", ( 1821-1911 ). ,barque à venise le soir,"Coll. Chauchard, galerie 1^135' — Le S. M. della Salute. — 1",,,
1214,1386,(140 ,"['ziem', 'félix']", ( 1821-1911 ). ,un caïque constantinople,"Coll. Chauchard, galerie 1^135' — Le S. galerie INCONNUS DE L'ÉCOLE FRANÇAISE",,,
1215,1387,994 ,"['règne', 'de', 'charles', 'vi']", (1380-1422). ,panneau peint des deux côtés sur une face saint pierre et saint paul sur l'autre la flagellation du christ fragment de retable,X,,,
1216,1388,996 ,"['règne', 'de', 'charles', 'vi']", (1380-1422). ,le christ mort soutenu par le père eternel pleuré par la vierge saint jean et les anges,"— Au revers : les armes de Bourgogne (peut- être par Jean Malouel, peintre du duc de Bourgogne, t 1415) X vitrine",,,
1217,1389,996 a ,"['règne', 'de', 'charles', 'vi']", (1380-1422). ,une «pitié» de notre seigneur,"— Au revers: les clous et la couronne d'épines. Forme ronde (Ecole de l'Ile de France, entre 1390 et 1410). X vitrine",,,
1218,1390,997 ,"['règne', 'de', 'charles', 'vi']", (1380-1422). ,la mise au tombeau ,X,,,
1219,1391,S. N° ,"['règne', 'de', 'charles', 'vi']", (1380-1422). ,la vierge à l'écritoire vers 1400,X,,,
1220,1460,1107 ,"['albani', 'francesco']", (1578-1660). ,la toilette de vénus,VI tr. B-N,252±1 centimetre,202±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/a/a1/Francesco_Albani_-_TOilet_of_Venus_-_WGA0112.jpg
1221,1461,1109 ,"['albani', 'francesco']", (1578-1660). ,les amours désarmés,VI tr. B-N,251±1 centimetre,202±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/5/5e/Francesco_Albani_-_The_Cupids_Disarmed_-_WGA0113.jpg
1222,1462,1111 ,"['albani', 'francesco']", (1578-1660). ,diane et actéon,VI tr. B-N,,,
1223,1463,1113 ,"['albani', 'francesco']", (1578-1660). ,salmacis et hermaphrodite ■,VI tr. D-N,31±1 centimetre,14 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Hermaphroditus_Salmacis_Albani_Louvre_INV19.jpg/1200px-Hermaphroditus_Salmacis_Albani_Louvre_INV19.jpg
1224,1464,1114 ,"['albertinelli', 'mariotto']", (1474-1515). ,la vierge et l'enfant,VI tr. A-N,176±1 centimetre,186±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/0/01/Albertinelli_Franciabigio_Vi%C3%A8rge_et_saints.jpg
1225,1465,1115 ,"['albertinelli', 'mariotto']", (1474-1515). ,le christ apparaissant à la madeleine,VI tr. A-N,,,
1226,1466,1117 ,"['allegri', 'antonio', 'da', 'correggio']", (1494- 1534). ,mariage mystique de sainte catherine d'alexandrie,VI tr. C-S,102±1 centimetre,105±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/8/85/Correggio_-_Mystic_Marriage_of_Saint_Catherine_with_Saint_Sebastian_-_Louvre.jpg
1227,1467,1118 ,"['allegri', 'antonio', 'da', 'correggio']", (1494- 1534). ,l'antiope,IV,,,
1228,1468,S. N° ,"['allegri', 'antonio', 'da', 'correggio']", (1494- 1534). ,allégorie des vertus gouache,VI tr. B-N,,,
1229,1469,1119 ,"['allori', 'christoforo']", (1577-1621). ,isabelle d'aragon aux pieds de charles viii l'implore en faveur de son père et de son mari,VI tr. B-N,,,
1230,1471,1121 ,"['amerighi', 'exactement', 'merisi']", (vers 1560 ou 1500-1600). ,la mort de la vierge,VI tr. D-N,,,
1231,1472,1122 ,"['amerighi', 'exactement', 'merisi']", (vers 1560 ou 1500-1600). ,la diseuse de bonne aventure,VI tr. D-N,,,
1232,1473,1123 ,"['amerighi', 'exactement', 'merisi']", (vers 1560 ou 1500-1600). ,concert,VI tr. D-N,,,
1233,1474,1124 ,"['amerighi', 'exactement', 'merisi']", (vers 1560 ou 1500-1600). ,portait d'alof de wignacourt grand maître de malte en 1601,VI tr. D-N,,,
1234,1475,1126 ,"['angeli', 'filippo', ""d'""]", (1600-1660). ,le satyre et le paysan,VI tr. D-N,,,
1235,1476,1127 ,"['angeli', 'giuseppe']", (1715?-!795?). ,le petit tambour vi tr d n angelico fra voir fiesole 1128 ansano ou sano di pietro 1406 1481,— Songe de saint Jérôme VII-0,,,
1236,1477,1129 ,"['angeli', 'giuseppe']", (1715?-!795?). ,saint jérôme agenouillé dans le désert,VII-0,,,
1237,1478,1130 ,"['angeli', 'giuseppe']", (1715?-!795?). ,saint jérôme et le lion,VII-0,,,
1238,1479,1131 ,"['angeli', 'giuseppe']", (1715?-!795?). ,mort de saint jérôme,VII-0,,,
1239,1480,1132 ,"['angeli', 'giuseppe']", (1715?-!795?). ,apparition de saint jérôme à sulpice sévère et apparition de saint jérôme et de saint jean à saint augustin,VII-0,,,
1240,1481,1134 ,"['antonello', 'degli', 'antoni', 'dit', 'antonello', 'de', 'messine']", (1430-1479). ,portrait d'homme dit le condottiere,VI tr. A-S,,,
1241,1482,S. Nu ,"['antoniazzo', 'romano', 'ant', 'aquili', 'dit']", (2TUE moitié du XVe siècle). ,la vierge et l'enfant,VI tr. A-N,,,
1242,1483,1134 b ,"['baldovinetti', 'alessio']", (1427-1499). ,la vierge et l'enfant,VII-E,75±1 centimetre,106±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Alesso_baldovinetti%2C_madonna_col_bambino%2C_1464_ca._01.JPG/1200px-Alesso_baldovinetti%2C_madonna_col_bambino%2C_1464_ca._01.JPG
1243,1484,1571 ,"['balducci', 'matteo']", (commencement du XVIe siècle). ,le jugement de salomon attribué,VI tr. A-N,,,
1244,1485,1572 ,"['balducci', 'matteo']", (commencement du XVIe siècle). ,le jugement de daniel attribué ,VI tr. A-N,,,
1245,1486,1135 ,"['barbarelli', 'giorgio']", (1477 ou 1478- 1510). ,sainte famille,VI tr. B-S,,,
1246,1487,1136 ,"['barbarelli', 'giorgio']", (1477 ou 1478- 1510). ,concert champêtre,VI tr. C-S,,,
1247,1490,1139 ,"['barbieri', 'giovanni', 'francesco']", (1591-1666). ,la résurrection de lazare,VI tr. B-N,233±1 centimetre,201±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/e/e7/Guercino_Res_Lazzaro_2.jpg
1248,1491,1141 ,"['barbieri', 'giovanni', 'francesco']", (1591-1666). ,vision de saint jérôme,VI tr. B-N,47.5±0.1 centimetre,41.5±0.1 centimetre,https://upload.wikimedia.org/wikipedia/commons/c/c9/Guercino_Visione_Ger.jpg
1249,1492,1142 ,"['barbieri', 'giovanni', 'francesco']", (1591-1666). ,saint benoît et saint françois d'assise,VI tr. B-N,,,
1250,1493,1143 ,"['barbieri', 'giovanni', 'francesco']", (1591-1666). ,les saints protecteurs de la ville de modène,IV,208 centimetre,364 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Augustins_-_La_Gloire_de_tous_les_saints._Les_saints_protecteurs_de_la_ville_de_Mod%C3%A8ne_-_Guercino.jpg/1200px-Augustins_-_La_Gloire_de_tous_les_saints._Les_saints_protecteurs_de_la_ville_de_Mod%C3%A8ne_-_Guercino.jpg
1251,1494,1146 ,"['barbieri', 'giovanni', 'francesco']", (1591-1666). ,hersilie séparant romulus et tatius,VI tr. B-N,267±1 centimetre,253±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/7/75/Guercino_Romolo_Tazio.jpg
1252,1495,1147 ,"['barbieri', 'giovanni', 'francesco']", (1591-1666). ,circé,VI tr. D-N,97±1 centimetre,124±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE025581/09-537432.jpg
1253,1496,1148 ,"['barbieri', 'giovanni', 'francesco']", (1591-1666). ,portrait du guerchin par lui même,VI tr. B-N,,,
1254,1497,S. N° ,"['barbieri', 'giovanni', 'francesco']", (1591-1666). ,loth et ses filles,VI tr. D-N,,,
1255,1498,S. No ,"['barbieri', 'giovanni', 'francesco']", (1591-1666). ,salomé recevant la tête de saint jean baptiste,VI tr. D-N,175 centimetre,139 centimetre,https://upload.wikimedia.org/wikipedia/commons/d/da/Guercino_Salom%C3%A8.jpg
1256,1499,1149 ,"['barocci', 'federigo']", (1528-1612). ,la circoncision,IV,,,
1257,1500,1151 ,"['bartolo', 'di', 'maestro', 'fredi']", ( 1330?-14 10). ,la présentation au temple,VII-S,125±1 centimetre,190±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Bartolo_di_fredi%2C_presentazione_al_tempio%2C_1388%2C_da_s._agostino_a_s._gimignano.JPG/1200px-Bartolo_di_fredi%2C_presentazione_al_tempio%2C_1388%2C_da_s._agostino_a_s._gimignano.JPG
1258,1501,1622 ,"['bartolo', 'taddeo', 'di']", (vers 1363- vers 1436). ,la crucifixion et saint françois à genoux vii s bartolo sebastiano di dit bastiano mainardi voir mainardi 1153 bartolommeo di paolo del fattorino fra dit baccio della porta 1472 1517,— L'Annon- ciation VI tr. A-N,,,
1259,1502,1154 ,"['bartolo', 'taddeo', 'di']", (vers 1363- vers 1436). ,mariage mystique de ste catherine,VI tr. B-N,,,
1260,1503,1416 a ,"['bartolommeo', 'di', 'giovanni', 'dit', 'alunno', 'di', 'domenico']", (travaillait de i j80 à 1500). ,noces de thétis et de pélée,VII-E,,,
1261,1506,S. NI ,"['batoni', 'ou', 'battoni', 'pompeo', 'girolamo']", (1708-1787). ,le retour de l'enfant prodigue esc henri,II,,,
1262,1507,S. N° ,"['bazzi', 'giovanni', 'antonio']", (1177-1510)- ,sujet allégorique l'amour et la chasteté,Coll. Schlichting,,,
1263,1508,1158 ,"['bellini', 'giovanni']", (vers 1430-1516). ,la vierge entre st pierre et st sébastien ecole de,VI tr. A-S,,,
1264,1509,1158 j ,"['bellini', 'giovanni']", (vers 1430-1516). ,portrait d'homme vu jusqu'aux épaules de trois quarts à gauche,VI tr. A-S,,,
1265,1510,1159 ,"['bellini', 'giovanni']", (vers 1430-1516). ,la vierge l'enfant et saint sébastien ecole de,VI tr. A-S,,,
1266,1511,S. N° ,"['bellini', 'giovanni']", (vers 1430-1516). ,le sauveur bénissant reproduit,VI tr. A-S,,,
1267,1512,S. No ,"['bellini', 'giovanni']", (vers 1430-1516). ,la vierge au donateur,Coll. Schlichting,,,
1268,1513,1160 ,"['berrettini', 'da', 'cortona', 'pietro']", (1596-1669). ,alliance de jacob et de laban,VI tr. D-N,,,
1269,1514,1161 ,"['berrettini', 'da', 'cortona', 'pietro']", (1596-1669). ,la nativité de la vierge vi tr b n 1163,"— La Vierge et l'Enfant, avec Ste. Martine. VI tr. B-N",,,
1270,1515,1164 ,"['berrettini', 'da', 'cortona', 'pietro']", (1596-1669). ,la vierge et l'enfant avec ste martine,VI tr. B-N,,,
1271,1516,1165 ,"['berrettini', 'da', 'cortona', 'pietro']", (1596-1669). ,romulus et rémus,VI tr. B-N,,,
1272,1517,1166 ,"['berrettini', 'da', 'cortona', 'pietro']", (1596-1669). ,la rencontre d'enée et de didon,VI tr. B-N,,,
1273,1518,1167 ,"['bianchi', 'ferrari', 'francesco', ""de'""]", (vers 1460-1510). ,la vierge et l'enfant avec deux anges saint quentin et saint benoît attribué,VI tr. A-N,,,
1274,1519,1274 ,"['bianchi', 'ferrari', 'francesco', ""de'""]", (vers 1460-1510). ,saint jean baptiste enfant,VII-0,,,
1275,1520,S. N° ,"['bissolo', 'francesco']", ( ? - 1554). ,portrait du poète et humaniste giorgio trissino,Coll. Schlichting,,,
1276,1521,1437 ,"['boateri', 'jacopo']", (commencement du XVIme siècle). ,la vierge et l'enfant,VI tr. A-N,55±1 centimetre,71.5±0.1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE024701/mi-565.jpg
1277,1522,1169 ,"['boltraffio', 'ou', 'beltraffio', 'giovanni', 'antonio']"," (1167-, 1516). ",la vierge de la famille casio,VI tr. B-S,,,
